experiment,scenario,family,n,selection_level,reps,finite_fits,converged,finite_fit_rate,conv_rate,valid_for_report,mean_selection_rate,mean_hidden_acceptance,mean_PE_theoretical,mean_acceptance_gap,mean_logLik,mean_AIC,mean_BIC,time_sec_avg,time_sec_sd,time_min_avg,rho_true,etaS_raw_true,etaY_raw_true,etaS_true,etaY_true,tau_bar_true,alpha_legacy_true,nu_true,mean_sigmaY_hat,mean_rho_hat,mean_etaS_hat,mean_etaY_hat,mean_tau_bar_hat,mean_alpha_legacy_hat,mean_nu_hat,bias_betaSel_1,rmse_betaSel_1,bias_betaSel_2,rmse_betaSel_2,bias_betaSel_3,rmse_betaSel_3,bias_betaOut_1,rmse_betaOut_1,bias_betaOut_2,rmse_betaOut_2,bias_betaOut_3,rmse_betaOut_3,bias_sigmaY,rmse_sigmaY,bias_rho,rmse_rho,bias_etaS,rmse_etaS,bias_etaY,rmse_etaY,bias_tau_bar,rmse_tau_bar,bias_alpha_legacy,rmse_alpha_legacy,bias_nu,rmse_nu
grid_n1500,grid_n1500_est_r000_etaSrawm03_etaYrawp03_tau04_selMODERATE_nu6,EST,1500,MODERATE,100,100,100,1,1,TRUE,0.11147333333333333,0.6366582475228119,0.6373279667051683,-6.69719182356475e-4,-981.7515259620598,1987.5030519241195,2051.261696569203,44730.00228,7784.1759612857695,745.500038,0,-0.3,0.3,-0.3,0.3,0.4,0.4,6,3.688413526449447,0.0413476413128686,-0.008992923834300788,0.26420714133026924,1.2976760962412308,1.2976760962412308,4,-0.17652617268213047,0.5479857501332739,3.9802007507634e-4,0.02004996416583408,0.018547448601660018,0.1113290758422706,0.37048912271541196,2.684726637019472,0.02455479715996833,0.3427393918496037,0.009328667163764117,0.20094387628173235,0.688413526449447,1.8004182562590016,0.0413476413128686,0.5447070892856378,0.2910070761656992,1.324779862898363,-0.03579285866973074,1.1944497571546335,0.8976760962412309,1.1070575644886573,0.8976760962412309,1.1070575644886573,-2,2
