scenario,generator,fit_family,n,L_eta,L_alpha,reps,bias_betaSel_1,rmse_betaSel_1,bias_betaSel_2,rmse_betaSel_2,bias_betaSel_3,rmse_betaSel_3,bias_betaOut_1,rmse_betaOut_1,bias_betaOut_2,rmse_betaOut_2,bias_betaOut_3,rmse_betaOut_3,bias_sigmaY,rmse_sigmaY,bias_rho,rmse_rho,bias_etaS,rmse_etaS,bias_etaY,rmse_etaY,bias_alpha,rmse_alpha,bias_nu,rmse_nu,mean_PE_theo,mean_acc_emp,mean_sel_rate,conv_rate,time_sec_avg,source_path,source_dir,source_file,kind
est_r000_eSp03_eYm03_a04_selHIGH_nu4,EST,EST,1500,1.5,1.5,200,0.124322536888593,0.167780489484685,-0.00546667438509934,0.0196433079339951,-0.0326422349560517,0.112372298555625,-4.8303560032404,4.83131981316017,-0.271446068089757,0.517798145661296,0.211334220443082,0.376477679749793,,,,,,,,,,,,,0.634319426505704,0.635146765371049,0.109593333333333,0.04,1973.61806,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nu4/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nu4,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selHIGH_nu6,EST,EST,1500,1.5,1.5,200,-0.0011212944944917,0.114615936216597,-0.00145085827159659,0.0211537695748579,-0.00970615183115332,0.125400803157559,-4.80887363192106,4.81280375129882,-0.120692356139577,0.44281709800886,0.188899617224149,0.350513610243549,,,,,,,,,,,,,0.637327966705168,0.638792294126749,0.09748,0.04,2020.5056,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nu6/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nu6,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selHIGH_nuinf,EST,EST,1500,1.5,1.5,200,-0.380592485650297,0.426720669023199,0.0124399409236915,0.0288818419500519,0.0652232295518373,0.171460005161798,-4.80429334631454,4.80693316112108,-0.0907867520875574,0.364902915000077,0.0857157926170537,0.248569836940892,,,,,,,,,,,,,0.643649071670911,0.643678156623097,0.0704166666666667,0.02,1772.451835,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nuinf/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selHIGH_nuinf,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selLOW_nu10,EST,EST,1500,1.5,1.5,200,-0.425888426277421,0.520059854181138,-0.0024773819568024,0.0111503786718314,-0.023561909520478,0.0715910741979643,-1.99704142793329,2.67102991018504,0.0086537302447473,0.159444221403557,0.0437140681904896,0.132587464074252,,,,,,,,,,,,,0.639811471250174,0.641584323000405,0.32505,0.575,2833.7298,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu10/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu10,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selLOW_nu4,EST,EST,1500,1.5,1.5,200,-0.174777505625954,0.223221050430041,-0.00504332115710031,0.0120749219906401,-0.035065094021837,0.0739954761743678,-2.21312452994053,2.8295937552533,-0.00668584472420374,0.19835506006718,0.0724449938007053,0.15062903096531,,,,,,,,,,,,,0.634319426505704,0.635146765371049,0.333426666666667,0.515,4415.588065,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu4/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu4,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selLOW_nu6,EST,EST,1500,1.5,1.5,200,-0.315105055460172,0.392812951038991,-0.00452170504151607,0.0119015853917961,-0.0260938676904201,0.0732015255866297,-2.01712918795281,2.59585937338972,-0.0074911879638884,0.189912933925043,0.0639279463038414,0.151141652173321,,,,,,,,,,,,,0.637327966705168,0.638792294126749,0.329576666666667,0.47,2992.294175,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu6/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nu6,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selLOW_nuinf,EST,EST,1500,1.5,1.5,200,-0.434892660757004,0.527793387046071,-0.00289735789270356,0.0120981971393071,-0.00879873715376198,0.067829380937193,-1.90788170371678,2.60320944200033,0.00892038396613635,0.147751937566649,0.0274293175451381,0.119735648816871,,,,,,,,,,,,,0.643649071670911,0.643678156623097,0.31923,0.485,2926.71746,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nuinf/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selLOW_nuinf,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selMID_nu10,EST,EST,1500,1.5,1.5,200,-0.0617539705500823,0.10464969315765,0.000188023083785083,0.0137215660775004,-0.0119955247487983,0.0880376165590007,-4.1481912411425,4.27846849801709,0.00667670326205115,0.255470212991331,0.103342475658786,0.194827226292569,,,,,,,,,,,,,0.639811471250174,0.641584323000405,0.177923333333333,0.105,2382.61937,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu10/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu10,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selMID_nu4,EST,EST,1500,1.5,1.5,200,0.0485395257935329,0.101682183200179,-0.00616037208674419,0.0155449319205274,-0.0379579956795999,0.0920406806119823,-4.30930756512792,4.41119028515337,-0.0873326778629959,0.359317440852001,0.144886600673004,0.243187693197734,,,,,,,,,,,,,0.634319426505704,0.635146765371049,0.194826666666667,0.14,2465.56365,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu4/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu4,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selMID_nu6,EST,EST,1500,1.5,1.5,200,0.010782979983927,0.0792677137204242,-0.0036143739955883,0.0139682522318154,-0.0345203259532585,0.0910857756322249,-4.38276935804222,4.45386462313497,-0.0201933990245423,0.308903341478043,0.144385232989513,0.240653033095506,,,,,,,,,,,,,0.637327966705168,0.638792294126749,0.1866,0.185,2368.48548,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu6/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nu6,summary.csv,scenario
est_r000_eSp03_eYm03_a04_selMID_nuinf,EST,EST,1500,1.5,1.5,200,-0.125647623743664,0.149194785633051,0.00127022749622451,0.0149289441062309,0.00128204716381773,0.0913710283987931,-4.2775434004547,4.38411018807427,-0.0124160978879717,0.208832777966278,0.0814152411757634,0.174807041736535,,,,,,,,,,,,,0.643649071670911,0.643678156623097,0.166013333333333,0.11,2028.199885,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nuinf/summary.csv,/home/cecilia/Desktop/results_grid/est_r000_eSp03_eYm03_a04_selMID_nuinf,summary.csv,scenario
