scenario,experiment,family,rep,n,selection_level,n_selected,selection_rate,hidden_acceptance_rate,PE_theoretical,acceptance_gap,logLik,AIC,BIC,k_params,finite_fit,regular_convergence,convergence,start_id,seconds,sigmaS_true_raw,sigmaY_true,rho_true,etaS_raw_true,etaY_raw_true,etaS_true,etaY_true,tau_bar_true,alpha_legacy_true,nu_true,sigmaY_hat,rho_hat,etaS_hat,etaY_hat,tau_bar_hat,alpha_legacy_hat,nu_hat,betaSel_1_true,betaSel_1_hat,betaSel_1_bias,betaSel_2_true,betaSel_2_hat,betaSel_2_bias,betaSel_3_true,betaSel_3_hat,betaSel_3_bias,betaOut_1_true,betaOut_1_hat,betaOut_1_bias,betaOut_2_true,betaOut_2_hat,betaOut_2_bias,betaOut_3_true,betaOut_3_hat,betaOut_3_bias,sigmaY_bias,rho_bias,etaS_bias,etaY_bias,tau_bar_bias,alpha_legacy_bias,nu_bias,error,message,start_values
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,1,1500,RARE,48,0.032,0.651890482398957,0.6436490716709108,0.00824141072804618,-325.12344425929126,672.2468885185825,730.6923127765758,11,TRUE,TRUE,0,9,35538.958,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,3.509835095251811,-0.41872302265889,1.4839379344944073,-1.4925821305300957,-1.4261216983162086,-1.4261216983162086,NA,-1.75,-2.545723433785803,-0.795723433785803,0.0375,0.04368581988015313,0.00618581988015313,0.25,0.31789312430116573,0.06789312430116573,5,10.04144845307536,5.041448453075359,1.5,1.403672846981638,-0.09632715301836205,0.8,0.4882184059399151,-0.31178159406008493,0.5098350952518111,-0.41872302265889,1.7839379344944073,-1.7925821305300955,-1.8261216983162083,-1.8261216983162083,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,325.751358;325.751683;325.654859;325.752071;325.138677;325.752053;325.751498;325.142419;325.123444;325.752688;325.141351;325.751167;325.751212
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,2,1500,RARE,48,0.032,0.6479481641468683,0.6436490716709108,0.0042990924759575,-320.2898097994561,662.5796195989122,721.0250438569055,11,TRUE,TRUE,0,3,39054.471,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,3.435421268221158,-0.46506452964514017,0.7122925286296474,1.4925821305300957,-1.4925821305300957,-1.4925821305300957,NA,-1.75,-2.43014081438763,-0.68014081438763,0.0375,0.01656550802365544,-0.02093449197634455,0.25,0.307780692538312,0.05778069253831197,5,7.921651704582271,2.9216517045822714,1.5,1.529096446350966,0.02909644635096597,0.8,0.6887037494784617,-0.11129625052153835,0.435421268221158,-0.46506452964514017,1.0122925286296474,1.1925821305300957,-1.8925821305300956,-1.8925821305300956,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,320.289816;320.29069;320.28981;320.289996;320.290013;320.289936;320.289902;320.290535;320.290162;320.290148;320.291669;320.291733;320.289985
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,3,1500,RARE,49,0.03266666666666666,0.6717420510523959,0.6436490716709108,0.02809297938148514,-319.0527682875768,660.1055365751536,718.5509608331469,11,TRUE,TRUE,0,5,47679.131,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,2.832476669403748,-0.29014981546286284,0.33044052200612267,1.4925821305300957,1.4925821305300957,1.4925821305300957,NA,-1.75,-2.1753701711437357,-0.42537017114373565,0.0375,0.0658013221440229,0.0283013221440229,0.25,0.42088734630452096,0.17088734630452096,5,7.784663777050389,2.7846637770503886,1.5,1.91510540091158,0.41510540091157977,0.8,0.5794244168189501,-0.22057558318104997,-0.1675233305962518,-0.29014981546286284,0.6304405220061227,1.1925821305300957,1.0925821305300958,1.0925821305300958,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,319.052771;319.052914;319.052787;319.053373;319.052768;319.052782;319.05279;319.225501;319.052771;319.053072;319.223373;319.053663;319.053071
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,4,1500,RARE,49,0.03266666666666666,0.6342494714587738,0.6436490716709108,-0.00939960021213703,-337.76198234267173,697.5239646853435,755.9693889433368,11,TRUE,TRUE,0,6,44359.325,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,3.806643535835174,0.3299053945867604,1.2152725719262727,-1.4925821305300957,-1.4925821305300957,-1.4925821305300957,NA,-1.75,-2.538604064959934,-0.7886040649599342,0.0375,0.00801111139445754,-0.02948888860554245,0.25,0.3217742233540929,0.07177422335409289,5,3.249892779021756,-1.750107220978244,1.5,1.919244601968311,0.4192446019683109,0.8,0.9723162711751469,0.1723162711751468,0.8066435358351733,0.3299053945867604,1.5152725719262727,-1.7925821305300955,-1.8925821305300956,-1.8925821305300956,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,337.763196;337.764431;337.762387;337.766086;337.762311;337.761982;337.76444;337.762292;337.762216;337.824521;337.762699;337.76308;337.764036
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,5,1500,RARE,57,0.038,0.6501950585175552,0.6436490716709108,0.00654598684664442,-381.68467035298414,785.3693407059683,843.8147649639616,11,TRUE,TRUE,0,9,72915.436,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,4.795766024200775,0.7784486554064867,1.044059334531191,-1.4925821305300957,-1.4925821305300957,-1.4925821305300957,NA,-1.75,-2.348850748792053,-0.5988507487920529,0.0375,0.02120623927105343,-0.01629376072894656,0.25,0.15264138571930566,-0.09735861428069434,5,-2.9038926554076365,-7.9038926554076365,1.5,1.1493395588677364,-0.3506604411322636,0.8,0.5572006727879764,-0.24279932721202369,1.7957660242007751,0.7784486554064867,1.344059334531191,-1.7925821305300955,-1.8925821305300956,-1.8925821305300956,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,381.685227;381.684709;381.684937;381.68489;381.684779;381.891589;381.851853;381.686029;381.68467;381.893627;381.831144;381.685467;381.685084
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,6,1500,RARE,64,0.04266666666666666,0.6175380815150268,0.6436490716709108,-0.02611099015588403,-412.85422539842654,847.7084507968531,906.1538750548464,11,TRUE,TRUE,0,7,49128.91300000001,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,4.005822558152564,0.3001035442750292,-1.492581452359112,-1.4925821305300957,1.488821955028203,1.488821955028203,NA,-1.75,-1.369795272021603,0.3802047279783971,0.0375,0.04650418869710177,0.00900418869710177,0.25,0.21627117868720885,-0.03372882131279117,5,7.2633615193057794,2.263361519305779,1.5,1.830206118602526,0.330206118602526,0.8,0.9756444507519751,0.1756444507519752,1.0058225581525644,0.3001035442750292,-1.192581452359112,-1.7925821305300955,1.088821955028203,1.088821955028203,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,413.204559;413.203892;413.204827;412.858263;412.858073;413.177253;412.854225;412.860653;412.854402;413.167043;Inf;412.858273;413.207163
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,7,1500,RARE,50,0.03333333333333333,0.637213254035684,0.6436490716709108,-0.00643581763522682,-341.0417951539849,704.0835903079698,762.529014565963,11,TRUE,TRUE,0,11,18705.892,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,3.438354010849288,-0.3315056566687768,0.369331532641142,-1.4925821305300957,1.4925821305300957,1.4925821305300957,NA,-1.75,-1.9592011129341191,-0.20920111293411936,0.0375,0.04537403717480459,0.00787403717480459,0.25,0.0961551485383717,-0.1538448514616283,5,7.930015798239187,2.930015798239187,1.5,1.970792766975736,0.4707927669757362,0.8,0.720941883252497,-0.07905811674750307,0.438354010849288,-0.3315056566687768,0.669331532641142,-1.7925821305300955,1.0925821305300958,1.0925821305300958,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,341.443368;341.443344;341.042037;341.443502;341.042171;341.443931;341.443269;341.042562;341.042965;341.44597;341.041795;341.444635;341.443257
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,8,1500,RARE,67,0.04466666666666667,0.6407518154634771,0.6436490716709108,-0.00289725620743364,-424.4497877794763,870.8995755589526,929.344999816946,11,TRUE,TRUE,0,9,21455.412,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,4.798278924155377,-0.8766926144835039,1.4893277909653786,1.4925821305300957,-1.0581386999321525,-1.0581386999321525,NA,-1.75,-2.34767754958335,-0.59767754958335,0.0375,0.04328549894501039,0.00578549894501039,0.25,0.332010133867195,0.08201013386719502,5,16.91426759561241,11.914267595612412,1.5,1.2689020626504326,-0.2310979373495674,0.8,0.5833254646335722,-0.2166745353664279,1.798278924155377,-0.8766926144835039,1.7893277909653786,1.1925821305300957,-1.4581386999321522,-1.4581386999321522,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,424.584726;424.585669;424.58469;424.585945;424.560445;424.584602;424.585719;424.556765;424.449788;424.584825;424.618284;424.584077;424.584938
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,9,1500,RARE,54,0.036,0.6535947712418301,0.6436490716709108,0.00994569957091928,-352.71061698421596,727.4212339684319,785.8666582264252,11,TRUE,TRUE,0,6,54584.526,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,5.886214476692607,0.921200797544135,-1.4544985842513145,-0.33674709439401684,0.7251786250499939,0.7251786250499939,NA,-1.75,-0.9886577373534486,0.7613422626465514,0.0375,0.04289751519093441,0.00539751519093441,0.25,0.11169102649167414,-0.13830897350832586,5,1.9385399073752465,-3.0614600926247535,1.5,1.5896490332586637,0.08964903325866369,0.8,0.39482669333986287,-0.4051733066601372,2.886214476692607,0.921200797544135,-1.1544985842513145,-0.6367470943940168,0.32517862504999384,0.32517862504999384,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,352.737819;352.737719;352.740974;352.743935;352.746027;352.710617;352.741467;352.737955;352.750164;Inf;352.748804;352.73933;352.738385
grid_n1500_esn_r000_etaSrawm03_etaYrawp03_tau04_selRARE,grid_n1500,ESN,10,1500,RARE,51,0.034,0.6358626536668079,0.6436490716709108,-0.00778641800410284,-346.3776462859807,714.7552925719614,773.2007168299547,11,TRUE,TRUE,0,3,56495.441999999995,4,3,0,-0.3,0.3,-0.3,0.3,0.4,0.4,NA,3.9203740374217393,0.5537677722853562,1.015294624800994,-1.4925821305300957,-1.4925821305300957,-1.4925821305300957,NA,-1.75,-2.3787730177029034,-0.6287730177029034,0.0375,0.02902709713070853,-0.00847290286929146,0.25,0.144424219932378,-0.105575780067622,5,1.813386434089015,-3.186613565910985,1.5,1.4628907483012534,-0.03710925169874657,0.8,0.6261145815629122,-0.17388541843708782,0.9203740374217392,0.5537677722853562,1.315294624800994,-1.7925821305300955,-1.8925821305300956,-1.8925821305300956,NA,ok,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,346.377693;346.378367;346.377646;346.378786;346.377895;346.379375;346.378001;346.380231;Inf;346.534593;346.381923;346.377729;346.377889
